PersonRoleId,PersonId,LastName,UsedFirstName,StartDate,StartDateIsApproximate,EndDate,EndDateIsApproximate,EndReasonEn,EndReasonTypeEn,SourceOfInformationEn,IsActing,ActingTextEn,HasCrossedTheFloor,OrganizationId,OrganizationLongEn,OrganizationShortEn,OrganizationAcronymEn,OrganizationTypeId,OrganizationTypeEn,OrganizationProvinceEn,OrganizationHasProfile,IsSenatorialDivision,ToBeStyledAsEn,GroupId,Source,PortFolioEn,Committee,GroupingTitleEn,GroupingOrder,ParliamentStart,ParliamentEnd,ParliamentNumber,PartyOrganizationId,PartyEn,PartyStartDate,PartyEndDate,PersonPersonId,PersonLastName,PersonUsedFirstName,PersonGender,MemberOfParliament,IsMP,IsSenator,GovernorGeneral,NotesEn,InternalNotes,IsCurrent,RoleId,NameEn,Ordinal,Classes
310648,17292,Kent,Peter,,True,,True,,,,False,,False,7418,Royal Canadian Navy,,R.C.N.,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,True,77,Cadet,,Military
310649,17292,Kent,Peter,,True,,True,,,,False,,False,1545,Canadian Army Reserve Force,,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,True,226,Member,300.0,Committee|ElectionProcessCloseDissolution
153401,17821,Lamoureux,Kevin,1982-01-01,True,1985-01-01,True,,,,False,,False,1582,Canadian Forces (Air Force),,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,False,2256,Air Traffic Controller,,Military
284987,18807,Lloyd,Dane,,False,,False,,,,False,,False,1544,Canadian Armed Forces Reserves,,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,True,1660,Infantry Officer,,Military
268610,18504,McCrimmon,Karen,1975-01-01,True,1980-01-01,True,,,,False,,False,11989,Windsor Regiment (RCAC),,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,False,567,Reservist,0.0,Military
268600,18504,McCrimmon,Karen,1981-01-01,True,1998-01-01,True,,,,False,,False,1582,Canadian Forces (Air Force),,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,First woman to earn the qualification.<P>Awarded the Order of Military Merit in 1995.</P>,,False,1344,Air Navigator,0.0,Military
268601,18504,McCrimmon,Karen,1998-01-01,True,2006-01-01,True,,,,False,,False,11986,429 Transport Squadron,,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,"Appointed Commander Officer, becoming the first woman to command a Canadian Forces flying squadron. <P>Served in Afghanistan and the Balkans.</P>Awarded the Gulf and Kuwait Medal, the General Campaign Star, the Special Service Medal (MSS) and the Canadian Forces Decoration (CD).",,False,206,Lieutenant-Colonel,,Military
268599,18504,McCrimmon,Karen,,False,,False,,,,False,,False,11988,Royal Canadian Army Cadets,,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,True,226,Member,300.0,Committee|ElectionProcessCloseDissolution
268608,18504,McCrimmon,Karen,,False,,False,,,,False,,False,10948,"Gulf War I, 1990-1991",,,24,War,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,True,482,Participant,,Military
321922,18471,McLeod,Michael,,False,,False,,,,False,,False,15359,Junior Canadian Rangers,,,13,Military,,False,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,True,3055,Master Corporal,,Military
268635,18600,Miller,Marc,,False,,False,,,,False,,False,1585,Canadian Forces (Army),,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,True,2574,Infantry Commander,0.0,Military
206042,18117,O'Toole,Erin,1991-01-01,True,1995-01-01,True,,,,False,,False,1581,Canadian Forces,,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,False,226,Member,300.0,Committee|ElectionProcessCloseDissolution
194187,18117,O'Toole,Erin,1995-01-01,True,1995-01-01,True,,,,False,,False,7381,Royal Canadian Air Force,,R.C.A.F.,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,Graduated in 1995 from the Royal Military College in Kingston.,,False,1531,Officer,,Military
205913,18117,O'Toole,Erin,1995-01-01,True,1996-01-01,True,,,,False,,False,11086,"Royal Canadian Air Force 8 Wing (Trenton, Ontario)",,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,Rescue Coordination Centre on search and rescue operations,,False,1531,Officer,,Military
205914,18117,O'Toole,Erin,1996-01-01,True,1997-01-01,True,,,,False,,False,11087,"Royal Canadian Air Force 17 Wing (Winnipeg, Manitoba)",,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,False,1344,Air Navigator,0.0,Military
205915,18117,O'Toole,Erin,1997-01-01,True,2000-01-01,True,,,,False,,False,11088,"Royal Canadian Air Force 423 Squadron (Shearwater, Nova Scotia)",,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,Awarded the Canadian Forces Decoration (C.D.) and the Sikorsky Helicopter Rescue Award.,,False,304,Captain,,Military
205916,18117,O'Toole,Erin,2000-01-01,True,2003-01-01,True,,,,False,,False,11089,Royal Canadian Air Force 406 Squadron (Reserve),,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,False,701,Training Officer,,Military
324468,20287,Patterson,Rebecca,,False,,False,,,,False,,False,1587,Canadian Forces (Navy),,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,True,3087,Rear Admiral,,Military
268677,18558,Paul-Hus,Pierre,1987-02-10,False,2009-10-01,False,,,,False,,False,1588,Canadian Forces (Reserve),,C.A.F. (Reserve),13,Military,,True,False,Infantry Officer,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,False,1531,Officer,,Military
268678,18558,Paul-Hus,Pierre,2003-09-10,False,2007-10-01,False,,,,False,,False,7089,Regiment de la Chaudière,,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,False,790,Commandant,,Military
322105,20201,Quinn,Jim,,False,,False,,,,False,,False,15363,"3rd Field Artillery Regiment (The Loyal Company), 5th Canadian Division",,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,True,1652,Honorary Lieutenant-Colonel,,Military
318811,20091,Ruff,Alex,1993-06-23,False,2019-02-04,False,,,,False,,False,1581,Canadian Forces,,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,False,787,Colonel,,Military
268729,18450,Sajjan,Harjit Singh,1989-01-01,True,2015-01-01,True,,,,False,,False,1581,Canadian Forces,,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,Served in Bosnia and in Afghanistan three times. Awarded the following honours: <BR>Order of Military Merit <BR>Meritorious Service Medal<BR>Southwest Asia Service Medal (Afghanistan)<BR>General Campaign Star (Afghanistan)<BR>Mention in Dispatch <BR>Canadian Peacekeeping Service Medal<BR>NATO Service Medal (Bosnia) <BR>Canadian Forces' Decoration<BR>US Army Commendation Medal <BR>,,False,206,Lieutenant-Colonel,,Military
268736,18450,Sajjan,Harjit Singh,2011-01-01,True,2015-01-01,True,,,,False,,False,1210,British Columbia Regiment,,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,False,790,Commandant,,Military
268735,18450,Sajjan,Harjit Singh,,False,,False,,,,False,,False,12006,Lieutenant Governor of British Columbia,,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,True,2322,Aide-de-Camp,,Military
268739,18484,Sangha,Ramesh,,False,,False,,,,False,,False,12009,Indian Air Force,,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,True,226,Member,300.0,Committee|ElectionProcessCloseDissolution
269816,18638,Sinclair,Murray,,False,,False,,,,False,,False,7379,Royal Canadian Air Cadets,,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,With the 6 Jim Whitecross Royal Canadian Air Cadet Squadron,,True,2537,Air Cadet,,Military
268771,18516,Spengemann,Sven,,False,,False,,,,False,,False,12017,Royal Canadian Air Cadets (845 Squadron),,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,True,77,Cadet,,Military
323676,20265,Vuong,Kevin,,False,,False,,,,False,,False,7419,Royal Canadian Navy (Reserve),,R.C.N. (Reserve),13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,True,682,Sub-Lieutenant,,Military
139876,17344,Wallin,Pamela,2009-08-01,True,2014-01-01,True,,,,False,,False,1582,Canadian Forces (Air Force),,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,"Three-year investiture, serving in the capacity as Honorary Colonel for the Air Staff located at National Defence Headquarters in Ottawa.",,False,1651,Honorary Colonel,,Military
318812,20138,Zuberi,Sameer,1997-01-01,True,2002-01-01,True,,,,False,,False,1544,Canadian Armed Forces Reserves,,,13,Military,,True,False,,0,,,,,0,,,0,0,,,,0,,,,,False,False,,,,False,567,Reservist,,Military

